SubjectArea,Subject,SubjectStreamCode,SubjectStreamName,Band,Unit,UnitASCode,AreaofStudy,Outcome,OutcomeCode,ExampleType,ContentType,ExampleText,ParentText,URLTitle,URL,Sequence
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Bullet,Consider the distances covered in each point and overall.,,,,25
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Bullet,Consider the total time taken to complete the match.,,,,26
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Bullet,Consider the physiological requirements needed to generate the recorded service speeds.,,,,27
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Paragraph,Evaluation,,,,28
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Paragraph,"From the analysis of the data, students determine the fitness components that are required to perform successfully in tennis at the elite level and make informed decisions about the fitness requirements for tennis. Students will need to justify the decisions made, based on the information available.",,,,29
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Paragraph,"Students will need to acknowledge the limitations of the analysis. For example, in this data set, skill frequencies are not recorded.",,,,30
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Paragraph,"After determining the fitness components required, students select appropriate tests to assess each of the identified fitness components and suggest a suitable order for conducting the tests.",,,,31
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Paragraph,Conclusion,,,,32
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Paragraph,Students complete a written report that includes a summary of the results of the analysis and an appropriate battery of fitness tests for the sport. Students should also include suggestions for additional data which would complement their evaluation of the fitness requirements of the sport.,,,,33
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Paragraph,Extension/futher activity,,,,34
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Paragraph,Students may perform an activity analysis of tennis to collect primary data. An analysis of this data will allow students to make comparisons between the requirements of tennis at the elite level and at the recreational level. Similarities and differences can then be discussed.,,,,35
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Paragraph,Assessment of fitness,,,,36
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Paragraph,"In Unit 4, Area of Study 1 students are required to undertake an activity analysis to justify the selection of a fitness test/s based on the physiological requirements of the activity.",,,,37
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Paragraph,It is expected that students will develop the understanding needed to justify the selection of standardised and recognised fitness tests for the specific physiological requirements of an activity through participation in and performance of an assessment of fitness.,,,,38
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Paragraph,"The table below lists a number of suitable tests (both laboratory and field based) for each of the listed fitness components. Tests are encouraged to be undertaken in a school setting, with laboratory tests such as VO2 max and Wingate tests recommended to be either participated in as an incursion or viewed online.",,,,39
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Paragraph,"Test administration and participation is important to develop student understanding of testing methodology (reliability, validity and accuracy) and their ability to justify test suitability from a physiological perspective. Students are not expected to memorise the protocols for an individual fitness test.",,,,40
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Paragraph,"A selection of the following tests to form a fitness test battery, is recommended to be undertaken, this could be presented as stations or as a combine for students to make real world connections to fitness testing.",,,,41
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS1,Area of Study 1 - What are the foundations of an effective training program?,Outcome 1,VCEPEU4AS1O1KK,DetailedExampleStep,Paragraph,Area of Study 2: How is training implemented effectively to improve fitness?,,,,42
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,,,OutcomeHeading,Outcome 2:,,,,1
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,,,OutcomeDescription,"On completion of this unit, the student should be able to participate in a variety of training methods; design and evaluate training programs; and explain performance improvements that occur due to chronic adaptations, depending on the type of training undertaken.",,,,2
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KS,Activity,Bullet,"Compare and contrast a variety of personal activity tracking devices (e.g. wearable technologies, smart phone apps, computer-based software); in the comparison, consider the ease of use and identify the type of information that is collected, cost and data output",,,,3
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,Activity,Bullet,"As a class, play a match-up game; have all individual data headings covering physiological, psychological and sociocultural data (e.g. heart rate, stress levels, peer pressure etc) written on individual cards and put them under their correct heading title in the shortest possible time",,,,4
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,Activity,Bullet,"Individually or in pairs, design and lead the class in an appropriate warm up for a selected sport or activity; identify the nature and repetitions and/or time for the activities in the warm up and provide a verbal justification of why it is an appropriate warm up for the sport or activity selected",,,,5
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,Activity,Bullet,"Source a range of training program prescription data (e.g. resistance training program) to identify examples of frequency, intensity, time, type, progression, specificity, individuality, diminishing returns, variety, maintenance, tapering, overtraining and detraining;",,,,6
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,Activity,Bullet,"Participate in a variety of interval training sessions and record the variables: distance, repetitions, sets, intensity and rest periods; discuss how the variables can be manipulated to change the focus of the training session",,,,7
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,Activity,Bullet,Attend a local gym and participate in a high intensity interval training (HIIT) session; outline the activity and then compare the similarities and differences to a fartlek and/or long interval training session,,,,8
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,Activity,Bullet,"Research the benefits of high intensity interval training (HIIT) and outline one exercise protocol that could be used in this type of training; conduct, participate in and reflect on the session outlined",,,,9
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,Activity,Bullet,"Participate in a variety of training sessions and document a reflection of the structure of each session including warm up, conditioning phase and cool down, the method of training undertaken, the application of the relevant training principles and the desired outcome of the session",,,,10
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,Activity,Bullet,"Design a six-week training program that demonstrates the correct application of frequency, intensity, time, type, specificity and progression",,,,11
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KS,Activity,Bullet,Compare personal fitness testing results with elite level or norm referenced fitness test data; explain the chronic adaptations that need to occur for improvements to be made,,,,12
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,Activity,Bullet,"Make a visual display such a mindmap of the chronic adaptations that occur in the cardiovascular, respiratory and muscular systems as a result of aerobic, anaerobic and resistance training and connect this to improvements in; VO2 max, lactate inflection point (LIP), speed and force of muscular contraction and lactate tolerance.",,,,13
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExample,Paragraph,JUST DO IT! METHODS OF TRAINING FOR IMPROVED FITNESS,,,,14
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Paragraph,Task - data collection and reflection on training methods,,,,15
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Paragraph,"Students participate in a variety of training sessions and document a reflection of the structure of each session including warm up, conditioning phase and cool down, the method of training undertaken, the application of the relevant training principles and the desired outcome of the session.",,,,16
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Paragraph,"The training diary that encompasses the collection of at least five training sessions completed, can be an insert within a students' VCE PE reflective folio, however, the training diary should be able to be separated from the rest of the reflective folio for authentication purposes when completing the associated school-assessed coursework task (case study).",,,,17
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Paragraph,Instructions,,,,18
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Paragraph,Students participate in a minimum of five training sessions that focus on the training methods listed:,,,,19
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Bullet,Interval training,,,,20
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Bullet,Short,interval training,,,21
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Bullet,Medium,interval training,,,22
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Bullet,Long,interval training,,,23
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Bullet,High intensity (HIIT),interval training,,,24
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Bullet,Continuous training,,,,25
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Bullet,Fartlek training,,,,26
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Bullet,Circuit training,,,,27
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Bullet,Resistance training,,,,28
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Bullet,Plyometrics,,,,29
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Paragraph,"Each session should include an appropriate warm up, conditioning phase and cool down.",,,,30
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Paragraph,Data collection,,,,31
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Paragraph,"A training diary template can be used to record details of the warm up, conditioning phase and cool down and record the relevant physiological, psychological and sociocultural data for each session undertaken.",,,,32
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Paragraph,Analysis,,,,33
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KS,DetailedExampleStep,Bullet,Identify the method of training undertaken.,,,,34
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Bullet,Demonstrate using examples from the data how the relevant training principles were implemented.,,,,35
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Bullet,Determine the fitness components developed through the training method.,,,,36
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Bullet,Determine the contribution from each of the energy systems in the session.,,,,37
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Bullet,"Explain the required frequency, intensity and time required for improvements to be made through this type of training.",,,,38
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Paragraph,Conclusion,,,,39
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Paragraph,"Students write a personal reflection on their participation in the session, for example how they felt, what they enjoyed and what was difficult.",,,,40
Health and Physical Education,PE,,,Year 12,Unit 4,VCEPEU4AS2,Area of Study 2 - How is training implemented effectively to improve fitness?,Outcome 2,VCEPEU4AS2O2KK,DetailedExampleStep,Paragraph,"Teachers should conduct the training session and then have students complete the training diary and a at the end of the session before leaving class. The training reflection from each session can then be added to the student's reflective folio for Unit 4 documentation, as well as used for the case study assessment task in Outcome 2.",,,,41
